"participant_id","Item01","Item02","Item03","Item04","Item05","Item06","Item07","Item08","Item09","Item10","Item11","Item12","Item13","Item14","Item15","Item16","Item17","Item18","Item19","Item20","Item21","Item22","Item23","Item24"
"P800",5,1,5,5,5,1,5,2,5,3,4,5,5,5,1,1,2,2,5,5,4,2,3,5
"P801",4,3,2,2,1,1,1,1,5,3,4,1,4,5,1,1,5,4,5,2,5,3,5,5
"P802",1,2,1,1,2,1,1,2,5,1,1,1,1,5,1,1,1,2,3,3,2,5,4,1
"P803",5,5,3,5,5,5,5,5,5,2,1,1,2,1,1,5,1,4,1,2,2,4,1,4
"P804",5,5,2,2,1,1,2,1,4,3,2,1,4,5,1,1,4,1,5,5,5,3,5,4
"P805",5,5,2,2,4,1,5,2,2,3,4,4,5,5,4,4,4,5,5,2,5,3,4,4
"P806",3,1,1,2,1,4,1,1,5,1,1,1,2,4,3,1,5,4,5,5,5,5,3,5
"P807",3,5,1,1,5,5,5,2,2,1,4,1,2,1,3,4,5,3,3,5,2,3,1,1
"P808",4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,5,5,5,5,5,3,5,4
"P809",5,5,1,5,2,5,5,5,5,5,4,2,4,5,1,5,1,5,5,5,5,3,5,5
"P810",1,5,5,5,2,3,1,2,5,3,1,1,2,1,1,3,1,2,5,5,3,1,4,4
"P811",3,3,5,2,5,3,2,2,5,1,1,1,4,1,5,5,1,2,1,5,1,1,3,1
"P812",4,5,1,1,5,5,1,5,2,5,5,1,2,4,4,4,1,1,3,1,1,2,1,5
"P813",4,3,5,5,2,3,1,2,2,1,1,1,1,1,1,4,2,2,3,1,5,1,5,4
"P814",4,3,5,5,5,5,5,5,4,5,4,4,5,5,1,4,1,4,1,2,2,3,3,1
"P815",5,5,5,2,5,5,5,4,4,1,1,1,1,1,1,1,5,5,3,5,1,2,3,5
"P816",2,5,2,4,5,4,1,2,2,1,4,2,1,1,1,1,1,2,1,1,1,5,5,1
"P817",5,3,5,5,5,5,5,5,2,5,1,1,4,5,1,3,1,3,1,3,1,5,1,4
"P818",5,5,1,5,5,5,1,4,3,5,5,4,5,4,3,5,5,1,5,5,5,1,4,4
"P819",1,1,1,1,1,1,1,2,5,5,4,4,4,5,4,3,1,4,1,2,1,1,1,1
"P820",3,5,2,5,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"P821",5,4,5,5,5,5,5,5,2,5,4,1,1,1,1,4,1,1,1,1,1,1,1,1
"P822",5,5,1,5,5,5,5,4,5,5,4,1,2,5,5,4,2,2,3,5,1,4,1,1
"P823",5,3,5,5,5,4,5,5,2,5,1,1,1,1,1,1,5,5,5,5,5,3,4,5
"P824",1,5,1,2,2,5,1,1,4,5,5,1,5,5,4,5,1,2,1,2,4,1,2,1
"P825",4,4,1,5,4,2,1,5,2,5,1,5,1,5,3,5,1,1,1,2,1,1,4,1
"P826",5,5,1,2,1,4,1,4,2,5,4,1,3,5,1,4,1,1,1,1,1,5,1,1
"P827",5,5,5,5,4,1,5,5,3,2,1,1,2,1,1,5,1,1,1,5,2,3,1,1
"P828",5,5,2,5,5,3,1,5,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,4
"P829",1,4,1,2,1,1,5,1,2,2,5,5,5,5,4,5,4,2,5,2,2,3,5,4
"P830",5,5,5,5,2,5,5,5,2,5,4,1,4,1,1,1,2,1,1,1,2,5,5,2
"P831",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,2,1,5,4
"P832",4,5,2,4,2,4,5,3,2,3,5,1,1,1,1,3,5,1,5,3,5,3,3,2
"P833",5,3,1,1,2,1,1,2,4,5,4,4,2,3,1,5,4,5,3,5,5,4,5,4
"P834",5,3,1,2,2,1,5,2,1,5,1,4,5,5,5,4,5,5,1,2,2,5,4,5
"P835",5,5,2,4,1,4,1,1,4,3,4,4,5,1,1,5,5,5,5,5,4,3,5,1
"P836",5,5,5,5,5,5,5,4,5,3,5,5,5,3,4,5,5,5,5,2,5,5,2,3
"P837",5,3,2,1,2,5,1,2,1,2,1,1,4,1,1,1,5,5,5,5,5,2,5,5
"P838",3,5,2,2,5,4,5,5,2,1,1,1,1,1,1,1,5,2,1,5,2,1,5,4
"P839",1,1,1,1,2,1,1,1,5,5,4,4,5,5,5,5,1,4,1,2,2,1,4,1
"P840",4,3,2,5,2,4,5,5,2,5,1,5,2,5,4,1,1,2,5,5,5,2,1,4
"P841",5,5,2,2,5,5,5,5,1,1,4,1,2,5,1,1,1,1,5,5,5,5,3,1
"P842",1,1,2,5,2,1,1,1,3,1,1,1,2,3,3,4,5,1,1,2,5,5,4,4
"P843",2,4,5,5,5,1,1,1,2,3,1,1,4,1,4,3,1,1,5,3,5,5,1,5
"P844",3,3,5,2,4,4,2,2,2,5,1,1,2,1,1,1,1,1,1,1,2,1,1,1
"P845",5,5,5,5,5,4,5,5,2,5,4,4,4,1,1,5,1,1,1,2,2,1,1,5
"P846",4,5,2,5,5,5,5,5,5,2,5,4,5,5,4,5,1,4,1,5,2,2,5,1
"P847",3,5,5,5,2,4,1,5,5,5,5,4,5,3,5,5,1,1,1,2,2,3,1,4
"P848",5,5,2,1,2,5,1,1,5,1,4,1,3,5,1,3,5,4,5,2,1,1,1,1
"P849",5,3,2,5,1,5,5,2,2,1,4,4,2,2,1,5,1,2,1,5,5,5,4,4
"P850",3,2,2,4,1,2,1,5,4,5,5,5,5,3,3,4,4,2,5,5,3,3,3,5
"P851",5,5,5,5,5,5,5,5,2,1,4,2,1,1,1,1,5,2,3,5,2,1,1,2
"P852",5,5,2,5,4,1,5,5,2,3,4,1,1,1,1,1,1,4,3,2,2,2,3,1
"P853",1,2,1,1,1,3,1,1,2,3,4,1,5,2,5,5,1,4,1,5,4,4,1,1
"P854",4,5,2,5,1,1,1,4,2,3,5,5,5,5,5,4,1,1,3,2,2,2,1,2
"P855",5,5,1,4,2,1,3,5,4,1,1,1,2,5,2,3,1,5,5,2,5,2,5,4
"P856",3,4,5,5,2,5,5,4,2,1,1,1,4,1,1,1,1,1,5,2,2,1,4,1
"P857",1,4,1,5,5,1,1,4,5,5,4,5,5,1,4,5,5,1,1,5,1,3,1,3
"P858",5,5,5,5,2,5,4,5,4,5,5,4,2,3,1,5,1,1,1,1,4,3,1,1
"P859",3,3,2,2,1,4,5,2,5,5,4,5,4,1,4,3,1,3,1,5,4,3,1,4
"P860",5,5,5,5,5,5,5,5,3,1,1,1,2,3,3,1,1,3,5,5,1,5,4,4
"P861",3,2,2,5,2,1,1,2,5,3,1,4,5,5,1,5,1,5,5,2,5,4,1,5
"P862",5,5,5,2,5,4,5,5,2,1,1,1,1,1,1,5,2,4,1,5,2,4,5,4
"P863",3,3,1,2,4,1,5,5,1,5,4,4,2,1,1,4,1,2,3,1,2,2,4,4
"P864",5,4,1,5,5,5,5,5,3,3,4,3,4,5,1,1,4,4,5,2,5,4,2,4
"P865",1,4,3,1,5,4,3,5,1,2,1,1,1,1,1,1,1,5,5,5,5,3,5,5
"P866",5,5,2,2,2,5,5,4,5,5,1,5,4,5,5,5,1,1,5,5,4,3,4,4
"P867",1,4,4,2,5,3,1,5,2,5,5,4,5,5,4,4,5,4,1,2,5,3,2,4
"P868",5,2,1,5,4,5,5,2,1,1,1,1,2,1,1,3,5,5,5,3,1,3,4,2
"P869",1,4,1,2,5,4,2,5,1,1,1,1,1,1,1,1,5,4,5,2,2,3,4,4
"P870",5,3,5,5,5,1,1,5,3,5,1,1,3,1,1,4,4,1,3,5,1,5,4,1
"P871",5,5,2,2,5,5,5,4,2,5,5,5,5,1,1,5,1,1,5,5,2,5,5,4
"P872",1,5,5,5,5,5,5,5,5,5,4,2,2,5,5,5,4,4,2,2,5,5,5,4
"P873",3,5,5,4,5,5,5,5,1,5,1,5,4,5,1,4,1,4,1,1,2,3,2,1
"P874",5,5,5,5,2,4,2,5,1,1,1,1,1,1,1,1,5,1,5,1,4,3,5,4
"P875",1,5,1,2,1,4,5,1,3,5,1,1,2,5,1,1,5,1,1,5,2,1,1,4
"P876",5,5,5,5,5,3,5,5,4,5,4,1,4,5,5,5,2,3,1,5,5,5,4,5
"P877",5,5,5,4,5,1,1,5,1,1,1,1,1,1,4,4,1,1,3,2,4,3,2,4
"P878",5,5,5,5,5,5,5,5,4,3,1,1,3,5,1,5,1,2,5,3,4,3,3,4
"P879",5,5,5,5,5,5,5,5,2,1,1,1,1,3,1,3,1,1,1,2,2,2,2,3
"P880",5,5,5,5,5,5,5,5,1,1,1,1,2,1,1,5,1,4,1,5,1,1,1,1
"P881",5,5,5,5,5,5,5,5,2,3,1,1,1,3,1,1,5,4,5,5,5,4,4,1
"P882",3,3,5,5,2,1,1,5,2,5,1,1,4,2,3,4,4,3,5,5,2,1,5,4
"P883",1,3,5,5,2,5,3,2,4,2,4,4,1,2,2,3,4,5,1,2,5,5,5,4
"P884",5,5,5,2,5,5,5,5,3,1,4,2,3,1,1,1,5,4,3,2,5,1,4,2
"P885",5,5,2,5,2,5,5,4,5,5,5,5,5,5,5,5,1,2,1,1,2,3,4,1
"P886",5,5,5,5,5,5,5,5,5,3,4,5,2,1,1,4,1,4,1,2,3,5,1,1
"P887",4,5,5,2,2,5,5,2,5,5,5,4,2,1,2,1,1,1,3,2,2,3,1,5
"P888",5,5,5,5,5,5,5,5,4,3,4,1,2,5,4,5,1,3,3,5,4,3,5,5
"P889",5,5,5,5,5,4,5,2,5,5,1,5,5,4,4,4,4,1,1,3,2,4,1,4
"P890",1,5,2,5,5,4,5,5,4,3,4,4,2,3,1,1,1,1,5,5,2,3,1,4
"P891",5,5,5,2,4,3,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,1,4,4
"P892",5,1,5,2,4,5,1,2,3,1,4,1,4,5,5,4,1,4,3,5,2,3,1,2
"P893",3,2,1,2,1,1,1,1,4,1,1,1,1,1,4,2,1,5,1,3,1,1,4,1
"P894",5,1,1,5,3,1,5,4,2,1,1,1,2,1,1,1,2,2,1,5,2,4,5,4
"P895",1,2,1,2,5,1,1,1,2,5,4,1,2,1,1,4,1,4,3,2,4,3,2,4
"P896",1,4,5,2,4,4,1,2,4,5,4,1,5,5,1,4,1,4,1,2,2,1,2,3
"P897",1,2,2,1,1,1,1,1,5,5,1,5,2,5,5,4,5,3,3,5,1,3,3,5
"P898",1,2,1,1,1,1,1,5,3,3,1,4,2,1,1,5,1,1,3,1,1,1,1,1
"P899",5,5,5,5,2,5,5,5,2,5,5,4,2,5,4,5,4,5,5,3,4,3,4,1
"P900",1,5,1,5,4,1,5,2,2,2,4,1,5,5,5,4,1,2,1,1,2,4,2,2
